Science and Engineering,the Distribution of Science and Engineering,9x9,radial_gradient
Aerospace,Collaboration,0.83
Biomedical,Collaboration,0.8
Chemical,Collaboration,0.75
Data,Collaboration,0.68
Electrical,Collaboration,0.63
Environmental,Collaboration,0.52
Materials,Collaboration,0.42
Mechanical,Collaboration,0.23
Software,Collaboration,0.11
Aerospace,Commercialization,0.86
Biomedical,Commercialization,0.87
Chemical,Commercialization,0.82
Data,Commercialization,0.74
Electrical,Commercialization,0.66
Environmental,Commercialization,0.59
Materials,Commercialization,0.46
Mechanical,Commercialization,0.34
Software,Commercialization,0.2
Aerospace,Development,0.89
Biomedical,Development,0.88
Chemical,Development,0.86
Data,Development,0.75
Electrical,Development,0.71
Environmental,Development,0.61
Materials,Development,0.49
Mechanical,Development,0.34
Software,Development,0.24
Aerospace,Implementation,0.93
Biomedical,Implementation,0.88
Chemical,Implementation,0.9
Data,Implementation,0.8
Electrical,Implementation,0.73
Environmental,Implementation,0.61
Materials,Implementation,0.53
Mechanical,Implementation,0.36
Software,Implementation,0.25
Aerospace,Maintenance,0.95
Biomedical,Maintenance,0.93
Chemical,Maintenance,0.87
Data,Maintenance,0.82
Electrical,Maintenance,0.76
Environmental,Maintenance,0.63
Materials,Maintenance,0.55
Mechanical,Maintenance,0.41
Software,Maintenance,0.24
Aerospace,Patents,0.95
Biomedical,Patents,0.9
Chemical,Patents,0.84
Data,Patents,0.78
Electrical,Patents,0.73
Environmental,Patents,0.66
Materials,Patents,0.5
Mechanical,Patents,0.4
Software,Patents,0.24
Aerospace,Publications,0.89
Biomedical,Publications,0.88
Chemical,Publications,0.81
Data,Publications,0.77
Electrical,Publications,0.64
Environmental,Publications,0.58
Materials,Publications,0.46
Mechanical,Publications,0.39
Software,Publications,0.19
Aerospace,Research,0.82
Biomedical,Research,0.79
Chemical,Research,0.78
Data,Research,0.7
Electrical,Research,0.61
Environmental,Research,0.55
Materials,Research,0.4
Mechanical,Research,0.31
Software,Research,0.18
Aerospace,Testing,0.72
Biomedical,Testing,0.73
Chemical,Testing,0.7
Data,Testing,0.63
Electrical,Testing,0.58
Environmental,Testing,0.44
Materials,Testing,0.32
Mechanical,Testing,0.24
Software,Testing,0.07
